,微博发布者id,微博昵称,微博简介,认证状态,认证理由,关注数,粉丝数,性别,微博等级
2359,7647975842,嘉丽_春秋大梦,你一定要过得特别特别好！,False,,762,26,女,0
2360,6023508668,闲茶客,人间烟火气  最扶凡人心,True,超话粉丝大咖（博君一肖超话）,1145,359,女,4
2361,1881713870,CLOVER_0330,簡體字是中國字，繁體字也是中國字，中國人用繁體字，誰都無權指點干涉。,True,娱乐博主 超话小主持人（S.H.E超话）,54,4416,女,46
2362,7480625470,巫一why,⭐⭐,False,,509,199,女,0
2363,1898249975,萝卜兔子哦,,False,,143,47,女,29
2364,6019954465,Hyang_kk,我追着春天追着你✨✨,False,,66,49,女,9
2365,7709129807,不為盛名而來,「知者不言，言者不知。塞其兌，閉其門，挫其銳，解其紛，和其光，同其塵，是謂玄同。」—《道德經第56章》,False,,582,440,男,0
2366,6395889521,深的牛牛粽子,,False,,114,53,女,4
2367,7279146947,PisSenlit_j,不和弱智打交道,False,,1824,1873,女,1
2368,7548364850,淤青卜拿那,热情的转发机器,False,,193,20,女,0
2369,1489662541,多啦A金,关于明天的事 后天就知道了,False,,270,272,女,20
2370,2718823870,Shell-xx,,False,,348,1,女,29
2371,7509758995,七十二時-想见戚薇版,我圈起所有爱围城风雨的禁地.,False,,464,1万,男,0
2372,5935645201,寻找迷失的马加贝,,False,,28,25,女,3
2373,7001376809,追随星星的光_好好生活版,这个时代不可以没有周深！！！,True,超话粉丝大咖（周深超话）,167,70,女,4
2374,6118659992,MY-悦C,Charlie&amp;SEVENTEEN,False,,81,36,女,4
2375,3734790637,晓晓pets,每天都不要浪费一分钟，珍惜现在的所拥有的一切！,False,,141,182,女,14
2376,6072690839,影视综艺君,知名娱乐评论人,True,娱乐博主,2666,537.9万,男,39
2377,7632858557,啾少了个星,,False,,450,9,女,0
2378,1288971265,海0501_e4a,,False,,1232,143,女,25
2379,7560487920,灼灼君子意-2024,没必要，无所谓，不至于。,False,,45,10,女,0
2380,5733169376,腓腓呦_,外物不可必！,False,,215,89,女,9
2381,1955394944,srcfreen,,True,超话创作官（陈丽君超话）,129,1319,女,30
2382,7386806532,深以为然RC,深深的散米✧*｡٩(ˊᗜˋ*)و✧*｡,True,超话粉丝大咖（周深超话）,216,135,女,0
2383,2688419273,woooooooooyhc,请你务必，一而再再而三，三而不竭，千次万次毫不犹豫的救自己于这世间水火,False,,1537,155,男,33
2384,6020424986,陪你漫无目的四处漂流,🌟only周深🌟 爱具体的你,False,,194,44,女,4
2385,7166376824,俊子宝玉,,False,,258,698,男,8
2386,5784254083,君临辰下_,关关难过关关过,False,,548,807,女,14
2387,1866430441,dd次第花开,百家剧粉，陈丽君是我女。雷嘴过我女的。,False,,410,768,女,43
2388,7805597100,枫念碎碎君,&quot;借着你的光去发散光&quot; 𝑩𝒚 𝒚𝒐𝒖𝒓 𝒍𝒊𝒈𝒉𝒕 𝒕𝒐 𝒔𝒆𝒏𝒅 𝒂𝒔𝒕𝒊𝒈𝒎𝒂𝒕𝒊𝒔.,True,超话创作官（陈丽君超话）,316,1497,女,0
2389,2872569452,谁的青春喂了谁的狗,,False,,107,86,女,9
2390,7393684065,wadrpaxl_,幸福和自由永远伴随lx,True,超话粉丝大咖（周也超话）,176,29,女,0
2391,6330742878,啾星不出三专不改名,本人纯米！！！不允许快转，也不允许取关哦，都会伤耗，如果哪一天关注我的想取，而我没回关你，那么请私我，我会移除粉丝,True,超话粉丝大咖（周深超话）,333,261,女,4
2392,7501103377,涓涓小溪流星雨,,False,,326,61,男,0
2393,5975318998,柚半仙,保持理智,False,,254,118,女,9
2394,6091879120,在逃厂草,唯一宝贝@陈丽君_点绛唇,False,,194,160,女,19
2395,6141965914,暮色绾髻,颜值即正义。,True,娱乐博主 微博剪辑视频博主,227,1718,女,14
2396,7444430832,白兮早点睡,,False,,267,22,女,0
2397,7369754308,小火柴叻,,False,,205,3,女,0
2398,5681101327,馒馒馒头_0,鱼米之乡  稳稳的饭碗   满满的幸福,False,,357,31,女,9
2399,7527574414,不是软妹是靓仔,你总该为自己想想未来,False,,457,1,女,0
2400,7010148390,纯情男高小恩_,偶叫八年你记住,True,娱乐博主 超话创作官（穆祉丞超话） 微博原创视频博主,1613,3万,女,4
2401,3934704413,娱王爷,娱乐明星，娱乐影像力，明星八卦，影视剪辑，热门综艺，明星资讯,True,微博娱评团成员 微博原创视频博主 微博VLOG博主,3452,123.5万,男,14
2402,6994136035,热血小羊厨,幸福就在下一个转角,True,超话创作官（秦彻超话）,247,1.2万,女,4
2403,7580836504,古希腊掌管黄垚钦的神,少来我面前犯贱,True,电竞博主 超话创作官（范丞丞超话） 微博原创视频博主,419,2.6万,女,0
2404,6867269860,a文天使,因你好运,True,娱乐博主 超话主持人（阚国臣v超话） 微博原创视频博主,9874,1.5万,女,13
2405,5751949769,叫我姨太好了,吐槽有理有据，逻辑通顺，分析到位,True,微博电视团成员  2022年辰星计划博主,780,940.5万,女,43
2406,3994717983,小呀小陆呀,,True,读物博主 微博原创视频博主,179,15.6万,女,37
2407,6672593707,媳妇只对老公好,低级邪恶的物种,True,娱乐博主,241,1.3万,女,16
2408,6062670754,百变女王驾到,,True,娱乐博主 微博原创视频博主,4630,1.2万,女,0
2409,7794997979,再吃奕口-,养只哼哼猪！,True,娱乐博主 超话创作官（陈奕恒超话） 微博原创视频博主,479,1.4万,女,0
2410,6314999015,喻吝君颖,,True,娱乐博主,621,1.5万,女,4
2411,2076354643,呼叫兔叽深我是布丁布丁,希望大家幸福健康,False,,423,769,女,34
2412,5663728261,-不要再熬夜了啊,你喜欢的所有东西都在奔向你,True,娱乐博主,1056,1.1万,女,4
2413,7505287839,妙妙米多多,深声不息，音为深来,False,,343,44,女,0
2414,7390479225,LNRSxoxo,,False,,163,12,女,0
2415,6721390077,飞上天的烟火,,False,,276,26,女,4
2416,5259237765,睡醒就膜深_,没有不拂晓的夜晚,False,,351,13,女,0
2417,2956036127,公子如玉犹若君兮,一枚散粉。不饭饭圈。唯爱陈丽君。黑子请绕路。,False,,148,1164,女,37
2418,5653221295,椰椰粥虾球-,别哭 你永远是我的太阳,False,,264,19,女,9
2419,6395282956,泰牌胖头鱼,兼听则明,False,,293,135,女,4
2420,5677486267,一颗星星叫闪闪,镇魂|真珠帘卷玉楼空，天淡银河垂地。,False,,373,65,女,4
2421,6202047923,爱美丽也爱宝宝_反深代词,,False,,649,248,男,0
2422,1802345222,wjuel,,True,超话粉丝大咖（周深超话）,373,306,女,36
2423,1939418915,Moe___,⭐️✨度过平凡一生。,True,超话粉丝大咖（金晨超话）,848,827,女,33
2424,7428026129,前排吃柠檬_在听反深代词,✨ 周深是人间理想✨  【镇魂防搜】,True,社会艺术水平素描伍级 超话粉丝大咖（周深超话）,814,832,女,0
2425,7634883430,甜甜子的柳暗花明,,False,,169,30,女,0
2426,5566395498,很好棒,哈哈哈哈,False,,1405,264,女,29
2427,6070718900,天天天清晨,,False,,37,3,女,4
2428,1378472691,Miss之昂w,inner peace...,False,,216,786,女,36
2429,7752507343,小九不吃芋头,永爱周深，只爱周深,True,超话粉丝大咖（周深超话）,392,173,女,0
2430,6864841005,吱哇吱哇叫的蝈蝈,努力活到2069，和小深一起看超级月亮。,True,超话粉丝大咖（周深超话）,340,57,女,4
2431,7894294874,十八线键盘手,俊国公民,False,,164,207,女,0
2432,7163286442,兔熊信箱·,管好你自己,True,颜值博主 超话粉丝大咖（ROSÉ超话） 娱乐明星答主,2052,2.5万,女,8
2433,5998097443,火锅跟咖啡做的我,许愿要带着马甲线见陈丽君💫,False,,651,364,女,9
2434,6473039277,考拉的小卡布叻,周深纯粉/毒粉，暴躁老姐。有不同意见欢迎1V1掰头，wb/wx/连线均可，不接受偷摸背后插刀。,False,,242,296,女,7
2435,5286879323,深巷De流浪猫,娱乐博主,True,娱乐博主,651,21.3万,男,26
2436,3549350342,就是一个宝鉴,弘扬中华文化~,False,,558,1.8万,男,9
2437,5690869009,骑鱼过海的猫崽,&quot;浮躁的世界愿自己多一些平静多一份清醒&quot;,False,,318,1147,女,9
2438,7467606451,-_-每天都好困oo,,False,,87,1037,女,0
2439,2816796371,哭泣鲨鱼丸,希望陈丽君的愿望都可以成真。,False,,288,156,女,36
2440,6179811819,想骑重机载深深的燕,我想去看周深演唱会啊啊啊啊,False,,1318,121,女,21
2441,7546709859,颜妤icc-forever,守护全世界最好的茜茜和君君,True,超话创作官（陈丽君超话）,210,81,女,0
2442,7490845732,非常不可l,,False,,20,5,女,0
2443,6994897328,是幸运小贾呀,⭐️✨蝴蝶仙君的漫天星辰！君君唯粉！,True,超话创作官（陈丽君超话） 微博原创视频博主,230,292,女,16
2444,6390495870,月楠林,,False,,162,192,女,25
2445,6342729170,Estrella_清屿,做一个三观超正的人，保持热爱，永远温柔。,True,超话粉丝大咖（徐艺洋超话）,219,110,女,4
2446,6559594217,元气满满的吟宝,❤️❤️,False,,176,215,女,9
2447,3994821979,宥懵懵,饭龄：ELF+ 生米❤️(🈲️湖),False,,729,749,女,28
2448,6821599221,一个正义的好公民,愿我如星君如月，夜夜流光相皎洁。(属性:爱姐梦女),False,,74,15,女,4
2449,6581981255,寄于92年0603曲,“看天地见众生做自己.”,True,娱乐博主 超话创作官（宇露君沾超话） 微博原创视频博主,724,7626,女,4
2450,6753251150,海星皮皮丘,一直都很幸运，一切都在变好！,False,,170,28,女,4
2451,5496444531,废话学长i,高贵的吃🍉群众,True,娱乐博主,511,1.4万,男,14
2452,5233763954,寸木子星,这里是片面的我，完整的内心。,False,,97,225,女,14
2453,5854844718,Melrakkii,痛苦修图特效人,True,超话粉丝大咖（原神超话）,456,273,女,4
2454,1751385093,梦辰127,,False,,233,400,女,33
2455,6472715669,吃什么辣椒我就,那可不一定,False,,199,818,女,4
2456,5902658563,对象肉,170的小地雷,True,娱乐博主,188,1644,男,31
2457,7617683133,起风叻ss,在呢～没有墙头！,True,超话粉丝大咖（周深超话）,257,61,女,0
2458,2672559351,Franceicade-,重君开始✨,False,,126,2287,女,34
2459,5705808513,忆熙往事,努力努力！！fighting！,False,,242,197,女,9
2460,7483196530,懒懒的宅姐姐,喜欢宅着,False,,638,100,女,0
2461,7069960952,smile-sweet7,陈丽君！老婆！妈妈爱你！,False,,625,539,女,4
2462,7777073079,Roraine,在时间的拐角处 你的影子无处不在,False,,325,187,女,0
2463,6115627162,爱着这个世界的七叶,希望我爱的人和爱我的人身体健康^_^,False,,23,44,女,9
2464,7645738647,四轩华房,那智慧的天梯从来都没尽头,False,,23,3,女,0
2465,7332152386,熊喵球今天喝到黑糖啵啵了吗,镇魂,False,,267,239,男,0
2466,7874401126,妹宝天菜-,家有薇薇小猪🐷,True,娱乐博主 超话创作官（王星越超话） 微博原创视频博主,971,1.3万,女,0
2467,3768755067,西西里橙乀,叽里呱啦稀奇古怪,True,上海上德文化传媒有限公司平面设计师,125,884,女,4
2468,5723269612,山海与晞_COOWOW,有且仅有@华晨宇yu,True,娱乐博主 超话创作官（华晨宇超话） 微博原创视频博主,404,1.1万,女,6
2469,6573625853,甜兔安利君_JOJO,想发什么发什么,True,娱乐博主,382,1.1万,女,9
2470,7439043049,诗只小火羊,往前走 莫停留,True,娱乐博主,4371,2.5万,女,0
2471,5643555777,想看周深演唱会_抢不到票版,本命周深 韩🐟喜欢茶蛋 墙头草虽然很多但最爱深深所有跟🌟碰撞的一切以🌟为主  讨厌zj hcy 这两家少来我微博 巨烦 跟💩一样,True,超话粉丝大咖（周深超话）,876,216,女,9
2472,5333794832,香辣蟹柳,平平淡淡,True,超话粉丝大咖（周深超话）,293,67,女,9
2473,5876821253,你又不是林狗,I'm a daydreamer,False,,999,263,女,14
2474,1505909140,redpotato,She could fade and wither. I didn't care. I would still go mad with tenderness at the mere sight of her face.我爱妈妈的土豆饼,False,,1129,1391,女,37
2475,6617182302,啵玟卷卷圆,私人博 | 视奸我的暴毙,True,娱乐博主,2217,2310,女,4
2476,1671948263,鹿蜻蜓dragonflylu,我是追光者，陈丽君就是光！@陈丽君_点绛唇,True,微博原创视频博主,571,1191,女,35
2477,6512191138,幸福漂亮的小仙女,一个优秀的小姐姐,False,,247,112,女,9
2478,5844610308,离惊浅,solo追星，少管我,False,,156,63,女,4
2479,7784006074,爆胎猪猪侠,火焰燃烬新生,False,,214,110,男,0
2480,7709182843,君如梦jrm,2024年4月19日，一曲《天命》让我认识了一个可爱的女孩子——陈丽君。剧场见哦！,True,微博剪辑视频博主,217,54,女,0
2481,7064088175,c小l四j四,我的光她亮了,False,,50,136,女,3
2482,5971738519,漫天都是小星星叻,周深的兔塑！兔塑！！！是的，2023.5.9是个值得铭记的日子，我站起来了！！！,True,超话粉丝大咖（周深超话）,777,625,女,4
2483,6037254735,在写bug_,抓一颗小流星尾巴“，”‖忙‖镇魂,True,超话粉丝大咖（罗小黑战记超话）,285,117,女,4
2484,7815530254,栗子有娱,,True,娱乐博主 微博剪辑视频博主,1063,44.3万,男,0
2485,7756284980,旧信纸y,谁会不喜欢小狗呢,True,超话创作官（张泽禹超话） 微博原创视频博主,690,1万,女,0
2486,5718607933,工藤颜饭,爱护小狗勾 solo追星 别关注我 别关注我！！粉丝买的啊,True,萌宠博主,215,6337,男,41
2487,7328470673,反一专的深代词_反深代词_小肆,这里是小肆，花开忘忧，愿君无忧，我在贵州等你呀，等你再次回来，等到你我的心花盛开,True,超话主持人（小肆的好友们超话）,2297,6950,女,0
2488,3816840263,南星桥上见_,本人有精神洁癖  SB请远离,False,,71,61,女,14
2489,1965257405,村支书小刀,,False,,522,86,男,30
2490,5042565310,水蓝色星球的夏日,赠君一枝春,False,,734,22,女,5
2491,7537949606,早餐吃_香辣牛肉包,改🆔了，盆友们会不会不认识我了？ 没别的，是因为已经不潜水很久了，感觉叫“深海潜艇”不符合我的气质了，谢谢周深，让我这么活泼！,False,,752,251,女,0
2492,7333999539,我的可爱的我,孩子你怂就别犯J,False,,110,34,男,0
2493,7904214289,kiku_小祎快看婧头,favorite'祎,True,超话粉丝大咖（鞠婧祎超话） 超话粉丝大咖（angelababy超话）,538,1661,女,0
2494,5919001757,0小土豆0,,False,,89,86,女,9
2495,1639802617,我是你们的Queen女神,要自律！！！,True,超话粉丝大咖（微微怡笑超话）,168,318,女,38
2496,5276110035,怎么你也想和我抢陈丽君吗,只爱陈丽君。,True,娱乐博主,576,2360,女,40
2497,6332354273,昆仑山上星星参北斗,,False,,868,336,女,4
2498,6588317774,王牌小凯,塞翁失马，焉知祸福 缘来则聚缘去则散,False,,92,83,女,14
2499,7504857246,乱码96385,闲了，无所事事。,False,,177,6,女,0
2500,7817378225,小朋友不爱吃糖_,君儿~,True,超话创作官（陈丽君超话） 微博剪辑视频博主,380,565,女,0
2501,6616825425,掌门的柜子叫啥么,52赫兹的孤独，是为偏爱那颗蓝星。,True,超话粉丝大咖（周深超话） 问答答主,317,303,女,4
2502,6620350516,单糖体不含糖,天道酬勤,False,,309,174,女,4
2503,6636983360,菠萝兔子_,来日方长,True,超话粉丝大咖（博君一肖超话）,571,70,女,4
2504,2165242813,珍真斟,一片四叶草在吐氧气和二氧化碳,False,,498,36,女,9
2505,6074234558,青山应如是zz,无聊,False,,185,336,女,24
2506,7505166379,桂馥蘭香fragrans,愿你平安幸福🥰｜镇魂,True,超话创作官（张桂源超话） 微博原创视频博主,792,1.5万,女,0
2507,6006006073,Mikrokosmos哈,出门左拐,False,,435,169,女,9
2508,6305836096,白日梦逃逸,,False,,25,8,女,0
2509,7596699767,正上文娱,,True,正上文娱官方微博,404,20.6万,男,0
2510,6539678177,前川已渡,昨夜松边醉倒，我问松醉何如,False,,168,279,女,0
2511,6190899558,给蜜鸡,可是前面有光,True,音乐博主,577,1337,女,31
2512,6402908307,沈溱水,凡事发生必有利于君 君门🤓,False,,267,122,女,9
2513,2306249963,云云婉晚,巨甜糖果,False,,545,916,女,31
2514,6098777466,小奶狼家的米,,False,,361,36,男,9
2515,7773447273,何处无竹柏但少闲人如吾,像爱国一样爱自己😚（在冲娱乐博主）,False,,802,751,男,0
2516,7915011405,离泽宫首徒-杨百万,顺其自然。,True,娱乐博主 超话创作官（成毅超话） 微博剪辑视频博主,1466,2.2万,女,0
2517,2284262881,砚舒如愿,有生之年走遍世界各地🎈,False,,102,215,女,39
2518,6178174287,皮哈哈皮-,好好吃饭，好好睡觉，好好过自己的生活。,False,,933,618,女,14
2519,7310460231,一支山桃,散粉一个，墙头众多，不领粉籍，我仅代表我自己。,False,,76,14,女,0
2520,5712031147,墨未燊,我一个上网的，要啥自行车啊,False,,471,240,女,14
2521,5776531586,-巧克力夹心派-,,False,,56,33,女,9
2522,1867414440,celeryD,,False,,88,140,女,38
2523,7436873853,卡波叻_粥森,大魚願得一心人 愛的是真實的啾星 禁只顧自己感受其實在傷害他的人和事 不知道愛是尊重的走開吧（不要披皮雙標怪（拒絕吵架（拒蹲機酒和代拍 格局大點,False,,515,118,女,0
2524,7696765004,草莓牛奶咖啡不加糖,美梦成真,False,,262,16,女,0
2525,5404302838,_小小小乔巴_,“经年之后，你且看她”,True,超话粉丝大咖（赵丽颖超话）,514,206,女,34
2526,2280334953,Anita是珏珏的蠢萌胖仙女,港圈梅艳芳 韩圈IU 内娱陈丽君 唯粉,True,超话粉丝大咖（IU超话）,394,556,女,37
2527,6316615707,愿作鸳鸯不羡仙oo-我是星云粉,,True,微博剪辑视频博主,169,194,女,0
2528,6765136173,雨落卿尘1996,,False,,541,8,女,4
2529,6066114063,夏小怂007,聪明勇敢有力气 我真的羡慕我自己,False,,770,1783,女,36
2530,7248898123,-滢桃拌香菜,国家著名自己知道的废话博主,False,,627,517,女,7
2531,6155525518,巴啦啦哇咔咔9,客服,False,,1197,99,女,9
2532,5647427087,_恭喜发财_ZXL,恍恍惚惚哈哈呵呵哈哈哈哈哈哈哈哈哈,False,,100,79,女,14
2533,7106684537,StudyTrueBooks,,False,,420,696,女,0
2534,5974276711,卡布叻_可嫑嫑,忘忧草 开着花,True,超话粉丝大咖（周深超话）,435,94,男,4
2535,5874119813,四黑就是贱,solo追星,False,,345,134,女,9
2536,5388129571,伶俐又温暖的小女孩,快乐追星,False,,816,148,男,9
2537,7030370286,后皇嘉树兮2875,爱吃瓜🍉，爱打抱不平,False,,584,102,女,9
2538,7719493137,尤溪ya,一个籍籍无名的音乐人,True,微博原创视频博主,116,2343,女,0
2539,6413820691,零九年的主唱,张函瑞C位出道,True,娱乐博主 超话小主持人（王泽轩超话） 微博原创视频博主,2383,7378,男,4
2540,5857012771,Lttx_甜,随心,False,,593,118,女,27
2541,7443461963,酷野阿姨姨,你永远自由,False,,195,533,女,0
2542,6077082095,123幽默如我爱吃酸梅,爱笑的女孩运气不会太差哈哈哈(ಡωಡ)～喜欢周深～~,False,,681,101,女,10
2543,6602796031,我有空_CLJ,吃辣椒最优秀,False,,91,6,女,4
2544,6199344920,华丽丽的王小彧,,False,,237,12,女,2
2545,6988752338,·云朵偷喝醉了酒·,互关仅限纯米   🈲cpf，🈲ns及亲泥，🈲mxh，🈲大粉腿毛， 雷区：张杰，wx，wjk，xz，hx，ly，mby，华晨宇，hz，lyn，cxk,True,超话粉丝大咖（周深超话）,415,483,女,4
2546,6477787891,kaetekita,悲喜自渡。,False,,1512,3433,女,4
2547,7821542664,聆酒意淇枝,🐷@鞠婧祎 🌸@Hahhhnxsm 🍊@wnxsmn,True,超话粉丝钻咖（鞠婧祎超话）,1333,1960,女,0
2548,7382265156,seanfly1649,莫愁前路无知己，天下谁人不识君,False,,36,47,女,0
2549,5591834962,陈陈在地球啦,我是乖孩子,True,微博原创视频博主,942,5.2万,女,0
2550,7396021605,如生命如过场电影,,False,,152,45,女,0
2551,5263557931,vousmevoyez_JUN,断网中,False,,461,93,女,39
2552,7789709135,冰咖厨余,我是狗奴🎧,True,超话创作官（文轩超话）,1067,4453,女,0
2553,1771752444,飞鸿踏雪无悔,没有粉籍的追剧人碎碎念,True,微博剪辑视频博主,1002,671,女,14
2554,7837760012,C929卡布叻-晗,正主：周深  纯米,False,,699,581,女,0
2555,5890157306,我是毒唯怎么啦,点进我主页起，你就已经认同了我的观点,False,,1160,197,男,4
2556,6564278806,笨呀笨啊,我纯大米叻,False,,355,353,女,0
2557,7463306443,问鱼向水_周深的小玫瑰版,-“每一滴泪水，都向你流淌去。”,True,超话粉丝大咖（周深超话）,840,137,女,0
2558,6532119230,吃块红绿水果,超一线 最专业的娱乐博主,True,微博娱评团成员  2022年辰星计划博主 娱乐博主 微博原创视频博主,242,206万,女,14
2559,2550297563,修改昵称好难f,真的不能熬夜了,False,,74,3,女,4
2560,6993872428,凉拌土豆丝儿鸭,重点强调，周深的生命粉，无条件支持他的一切，在我这里只存在对周深的溺爱，看到贴贴、磕cp、圣母、理中客、高贵歌迷就会不适，会骂人🙃,True,超话粉丝大咖（周深超话）,532,906,女,3
2561,5657052721,奥特曼也有ta的小怪兽阿,别看了 是你得不到的人,False,,186,156,女,9
2562,5165474951,一点点可以喇,Every cloud has a silver lining.,False,,115,52,女,9
2563,6101079149,君子有酒式燕绥,我的星星要永远自由 （不管闲事保平安）,False,,162,110,女,0
2564,7835937213,带着大鱼去找他,卡布所在 音之天籁 风雨同周 深情不移 生米爱你,False,,713,147,女,0
2565,5972844371,sueleju7,暴躁又偏激,False,,321,285,女,24
2566,7758442925,别烦懒大王_超级好运之未翻牌版,美宝唯粉     噔噔噔噔！本大王闪亮登场！★（q≧w≦q）,True,娱乐博主 超话创作官（虞书欣超话）,355,1.3万,女,0
2567,7625956354,cappuccino叻,深夜星耀浅吟微风拂-咔咘唭喏叻,False,,295,59,女,0
2568,7578688701,你说对不对_狂听反深代词,我是脆弱私宅，🐴人天才 惹到我，你算是，踢到钢板啦~,False,,179,103,女,0
2569,6251546739,大卫花儿为什么这样红68,养了只猫算不算有家室之人？,False,,420,252,女,26
2570,2720617213,泽诚文娱,,True,泽诚文娱官方微博,35,20.4万,女,9
2571,6604928702,suiyas1990,,False,,119,1122,女,15
2572,7435877401,雪球云朵,oc人 不混饭 生米一枚 需回关戳我 请看置顶,True,超话粉丝大咖（周深超话）,179,96,女,0
2573,7524480139,因为一个人注册一个博,但行好事！莫问前程！,False,,588,83,女,0
2574,7847593154,fattty_mini,₊⁺🐾₊⁺ 台上女小生，台下小女生,True,超话粉丝大咖（陈丽君超话） 微博剪辑视频博主,146,1.3万,女,0
2575,6469291989,雾散之后的满月x,人生何必常相伴，遥以相思寄东风,False,,74,2039,女,1
2576,7469805783,夏天的西瓜9779,镇魂,False,,98,2,男,0
2577,7560909698,狐驼驼,又幸福了🥰,True,娱乐博主,414,1664,女,0
2578,1679430212,千橙灵秀,暴富,False,,2177,1.4万,女,38
2579,7532214219,春祺夏安啊,长得好看的人我都喜欢，脾气暴躁，爱yygq,False,,51,8,女,0
2580,3700192657,藏在风里的星星,你有这么高级的歌者文明进入世界，深门🙏🏻,False,,1984,190,女,9
2581,7516150279,想看周深-演唱会,,False,,175,29,男,0
2582,5662898921,生理生化必有一挂,我爱所有美好的人😘😘😘,True,微博剪辑视频博主,470,645,女,15
2583,7515736704,是咖啡味栗子蛋糕,宁可痛苦，不要麻木,False,,138,2,女,0
2584,7765084844,yi_柚子,,True,超话创作官（王橹杰超话）,1958,1.1万,女,0
2585,7649550990,没有深活不了,做个好鼻毛  不看dy,False,,275,273,男,0
2586,7431580515,落意星米,极极极极端唯粉，除了小深谁都不爱,False,,109,6,女,0
2587,7860547160,啾-星星叻,爱你的人.永远知道的比你要更多. 开学了 高中牲 住宿 周末在线~| bz：啊啾0827,False,,364,149,女,0
2588,6614780361,全世界最好的笋宝,会发疯,False,,169,27,男,6
2589,2199367100,紫苏粟,开开心心🥰,False,,141,217,女,34
2590,6327676470,Diamond_浅忆,生活是不会一直亏待你的，只要你足够热爱它,True,超话粉丝大咖（张碧晨超话）,212,473,女,14
2591,7415009236,心平气和qqq,,False,,70,4,女,0
2592,5324184746,文娱天下,新报网文艺官方微博,True,文娱天下官方微博,117,20.6万,男,8
2593,5918681893,大道至简1370,取悦自己，开心生活……,False,,97,251,女,4
2594,2126136927,情怀or不忘怀,,False,,65,35,女,9
2595,6116110293,深深沉辰,Wala li longla！快乐最伟大！,True,超话粉丝大咖（周深超话）,507,256,女,0
2596,3625715801,放下随它去吧,,False,,124,54,男,13
2597,7474325556,一潭星星叻,我会奔向你,True,超话粉丝大咖（周深超话）,524,176,女,0
2598,6097045856,山坊李白马dfjcyzl,*^o^*,False,,65,57,女,9
2599,7710951067,DeepPorridge,周深宝宝是坠可爱的小猫^ 我是路人粉，不混粉圈。讨厌sb，给我滚。。。,False,,340,13,女,0
2600,6024119059,苹果没有籽-,周深毒唯 耶,False,,218,20,女,9
2601,5903647795,深见杨杨_武汉有票版,唯爱周深💣hcy fcc zj 备注杨杨1104 回复🈶亲签🈶现场🈶入坑一年 妈粉狼米间疯狂摇摆🐶学生米脾气很好 不说一声就取关和无故拉黑挂人的勿扰,True,社会艺术水平钢琴九级,563,603,女,0
2602,7708229203,五姨W,永远不要对网络上的人真情实感，包括伤害你的,False,,617,79,女,0
2603,6328821642,用户6328821642,,False,,765,10,女,6
2604,7489230092,便舞春风,开心 开心 开开心心,False,,346,3,女,0
2605,2164931745,爱吃苹果叻,可，少不可,False,,74,10,女,0
2606,6963036592,文公上,仁者心动,True,微博剪辑视频博主,107,978,男,4
2607,6037105565,星辰-点绛唇,希望陈丽君健康 快乐 自由,True,超话创作官（陈丽君超话） 微博原创视频博主,260,1653,女,9
2608,5584460792,杳杳-见到周深版,2024上岸,True,超话粉丝大咖（周深超话）,311,276,女,23
2609,5594242558,旋一吨FelixFelicis,此世，如行在地獄之上，凝視繁花,False,,88,153,女,9
2610,7540703428,酸菜秃头鱼,（。）,False,,170,120,女,0
2611,5665478463,扒圈小记,关注我，为你揭秘更多圈内秘事！,True,微博知名娱乐资讯账号,322,798.6万,男,46
2612,7078865088,不虚拟的拥吻想不想买,没噩梦的睡眠，耳边goodnight,False,,340,220,男,4
2613,1669487132,shampoo_不想吃土了,勇敢俊俊不怕困难,True,微博原创视频博主,340,771,女,9
2614,6666689931,风逝海痕,,False,,71,9,女,4
2615,5027382281,Olivine_Ccc, ,False,,8,1144,女,10
2616,5982728874,纯情小火鸡丨,,False,,418,224,女,9
2617,7875333968,小小困楠_,唯·『若』肯下定真功夫，世上即无真『楠』事！,True,超话创作官（章若楠超话）,708,1.1万,女,0
2618,6207930567,青芒粥粥,喜欢有趣的人 镇魂,False,,198,3,男,4
2619,7483573538,山月不知心底凡,一个慢热的人,True,超话创作官（张艺凡超话）,1372,2161,女,0
2620,5848015947,半醉亲半醉,妥妥的幸福,True,超话粉丝大咖（王心凌超话） 微博剪辑视频博主,327,1804,女,9
2621,7765240823,_恐龙爱吃炸薯条_,一直陪我走，让故事有然后,True,微博剪辑视频博主,675,3553,女,0
2622,6507178667,嘿嘿-耶耶,喜欢光光😍😍😍😍😍，其他都是顺带 极光宝宝们要🈷️的私我哦,True,超话粉丝大咖（夏之光超话）,541,1.2万,女,4
2623,7614689982,发酵的最佳同谋_,一个转发机器人,False,,37,533,女,0
2624,7706613551,Silence_雪落无声月,。。。,False,,950,1298,女,0
2625,5249974825,祸国殃朕妖妲己,安静磕糖。,True,超话主持人（宣幂超话）,439,491,女,26
2626,1727079187,豆小豆FELIX,唯有“盼安”,False,,344,1196,女,36
2627,5214472715,鹿屿星榭,嗯，今天喜欢一个，明天喜欢一个,True,微博剪辑视频博主,124,160,女,9
2628,2372527987,无所谓啦爱咋咋的,哈哈哈,False,,302,76,女,32
2629,7620687388,布噜布噜皮,要加油呀,False,,57,4,女,0
2630,7695596110,兔绒晕晕,难捱,False,,779,485,女,0
